	Mean_cyto	Mean_total	log2FoldChange	lfcSE	pvalue	padj
FBgn0037877	340.7070792	325.0643305	0.057997929	0.118434028	0.624341506	0.738926683
FBgn0039086	0	0	-0.220527784	0.450529335	0.624497693	0.738926683
FBgn0259739	0	0	-0.220527784	0.450529335	0.624497693	0.738926683
FBgn0029753	0	0	-0.221305427	0.452617743	0.624880253	0.739238974
FBgn0044328	0	0	-0.221305427	0.452617743	0.624880253	0.739238974
FBgn0050443	98.09642886	102.5758554	-0.088560234	0.181410028	0.625424356	0.739812429
FBgn0031621	0	0	-0.220693303	0.452329459	0.625617917	0.739971159
FBgn0025616	2.897038616	1.444730358	0.317794571	0.651624039	0.62576504	0.740074938
FBgn0011653	3.815323167	2.407883929	0.305636144	0.627881863	0.626418974	0.740778031
FBgn0085376	41.90338006	37.5629893	0.132813476	0.27316282	0.626820926	0.741183036
FBgn0051477	45.01961382	41.41560358	0.128587687	0.264680424	0.627093069	0.741434487
FBgn0035170	2.754853654	3.852614287	-0.307649137	0.634537073	0.627789642	0.74218766
FBgn0036348	0	0	-0.218736482	0.451251477	0.627865755	0.742207238
FBgn0053139	1127.297406	1156.74744	-0.038832568	0.080140136	0.627989696	0.742283344
FBgn0035522	1.836569103	0.963153572	0.332508685	0.686365009	0.628067413	0.742304805
FBgn0003358	0.918284551	0	0.31243769	0.650051998	0.630775992	0.745435349
FBgn0052274	1.836569103	1.444730358	0.330899544	0.688603023	0.630845277	0.745446543
FBgn0004575	30.59959552	27.44987679	0.142838621	0.297826781	0.631509704	0.746090192
FBgn0037626	4.099693091	2.889460715	0.298495949	0.622274717	0.63145128	0.746090192
FBgn0011668	0	0	-0.213448863	0.445937518	0.632186253	0.746630633
FBgn0051089	1.060469513	1.926307143	-0.331859754	0.693363421	0.632206778	0.746630633
FBgn0063383	0	0	-0.213448863	0.445937518	0.632186253	0.746630633
FBgn0263385	0	0	-0.213448863	0.445937518	0.632186253	0.746630633
FBgn0050037	3.18140854	5.297344645	-0.308966763	0.647695487	0.633344514	0.747903419
FBgn0259167	2.754853654	4.334191073	-0.308903344	0.648297882	0.63372985	0.748287552
FBgn0029584	14.769563	10.59468929	0.211540409	0.444431044	0.634088432	0.748640027
FBgn0053300	1.060469513	1.444730358	-0.324800699	0.68259162	0.63419223	0.748691651
FBgn0082961	40.70072559	48.15767859	-0.137885348	0.290112445	0.634585682	0.749085182
FBgn0011640	1115.786262	1135.076484	-0.027697236	0.058360852	0.635082179	0.74952928
FBgn0053983	0.918284551	1.444730358	-0.32897568	0.693074185	0.635028215	0.74952928
FBgn0032843	11.87252439	13.48415	-0.205824584	0.43437485	0.635613343	0.750085133
FBgn0015558	4.733607719	5.77892143	-0.269351402	0.569474387	0.636225686	0.750736671
FBgn0038342	5.017977643	3.852614287	0.286212233	0.606727698	0.637118844	0.751719412
FBgn0052266	0	0	-0.207394601	0.441413205	0.638467681	0.75323956
FBgn0020445	48.75792681	52.97344645	-0.11470515	0.244322075	0.638724172	0.753470833
FBgn0027796	0.918284551	1.444730358	-0.324915218	0.693230047	0.639285845	0.753934844
FBgn0030494	0	0	-0.206675851	0.440975144	0.639299	0.753934844
FBgn0052694	0	0	-0.206675851	0.440975144	0.639299	0.753934844
FBgn0034197	0.918284551	0.963153572	0.306172472	0.653561843	0.639450319	0.754041946
FBgn0036553	0	0	-0.206454342	0.440900467	0.639601444	0.754077457
FBgn0058005	488.7285832	523.4739662	-0.091810901	0.196067143	0.639596844	0.754077457
FBgn0029818	2115.756154	2051.998685	0.044255045	0.094677565	0.640192935	0.75470342
FBgn0051706	1.060469513	0	0.297425472	0.636775122	0.640442027	0.754925658
FBgn0259148	0.918284551	0.963153572	0.304146017	0.653056	0.641410698	0.755995984
FBgn0035179	1.060469513	0.481576786	0.307986339	0.661819809	0.641671648	0.756232033
FBgn0033337	226.7036077	216.7095536	0.063137125	0.135933067	0.6423095	0.756912188
FBgn0016978	1346.269687	1372.012263	-0.024688476	0.053180137	0.642474069	0.757034539
FBgn0030746	25.93116258	29.37618394	-0.143424704	0.309506664	0.643079262	0.757594902
FBgn0038292	3.815323167	5.297344645	-0.281070295	0.606429585	0.643017617	0.757594902
FBgn0046253	2.120939026	1.444730358	0.318627217	0.687824099	0.643192784	0.757594902
FBgn0052279	3.039223578	2.889460715	0.312630864	0.674767011	0.643137335	0.757594902
FBgn0030558	3.039223578	3.371037501	-0.291860522	0.630430441	0.643397081	0.757620731
FBgn0085345	7.281101631	5.297344645	0.25290805	0.546266077	0.643381614	0.757620731
FBgn0263079	2.120939026	2.889460715	-0.315621103	0.681518341	0.643282216	0.757620731
FBgn0000121	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0000233	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0000358	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0000360	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0000617	134.3479167	125.6915411	0.083013771	0.185355689	0.654252788	0.757897655
FBgn0001090	0.918284551	0	0.278037472	0.60416678	0.645372766	0.757897655
FBgn0001253	0.918284551	0	0.262501402	0.600297907	0.661904513	0.757897655
FBgn0001256	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0002931	3.815323167	4.815767859	-0.264648188	0.601916959	0.660172092	0.757897655
FBgn0003357	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0003936	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0004366	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0004425	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0004592	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0004892	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0005659	0	0	-0.187389117	0.427094506	0.660840313	0.757897655
FBgn0005664	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0010425	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0010433	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0010482	1.836569103	2.889460715	-0.300953895	0.674791932	0.655600785	0.757897655
FBgn0011693	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0011695	1.978754065	1.444730358	0.307225601	0.687325932	0.654884609	0.757897655
FBgn0013467	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0013690	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0013695	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0013703	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0013709	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0014023	453.1465162	474.3531341	-0.062940413	0.137946508	0.648198129	0.757897655
FBgn0014368	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0015400	0.918284551	1.926307143	-0.31210656	0.693232406	0.652552372	0.757897655
FBgn0015561	0	0	-0.187389117	0.427094506	0.660840313	0.757897655
FBgn0020245	501.4542173	517.6950448	-0.04802227	0.103987393	0.644218601	0.757897655
FBgn0020546	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0020617	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0023441	311.5708373	321.2117162	-0.044344518	0.099448287	0.655665656	0.757897655
FBgn0024315	1.978754065	3.852614287	-0.297929832	0.680720534	0.661626717	0.757897655
FBgn0024740	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0025335	949.0021806	967.4877628	-0.02870189	0.062752098	0.647394088	0.757897655
FBgn0025393	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0025776	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0026754	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0027491	5.65189227	7.223651788	-0.253465031	0.551042668	0.645535233	0.757897655
FBgn0027559	341.9630731	352.5142073	-0.043686746	0.094819567	0.644988344	0.757897655
FBgn0028537	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0029701	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0029812	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0029898	4.875792681	3.852614287	0.26670466	0.588670108	0.65050336	0.757897655
FBgn0029909	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0029920	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0029952	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0029965	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0030108	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0030344	169.8114695	176.2571036	-0.070814997	0.16169954	0.66142843	0.757897655
FBgn0030377	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0030389	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0030437	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0030440	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0030540	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0030595	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0030716	5.65189227	7.223651788	-0.249086844	0.546262329	0.648401534	0.757897655
FBgn0030722	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0030763	0.918284551	0.481576786	0.289255089	0.629985174	0.646129421	0.757897655
FBgn0030774	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0030826	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0030841	6.854546745	7.705228574	-0.227433458	0.511746997	0.65673492	0.757897655
FBgn0030914	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0030981	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0031000	0	0	-0.200661896	0.436055873	0.645390804	0.757897655
FBgn0031130	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0031184	23.17630893	26.00514644	-0.146558585	0.326876409	0.653892791	0.757897655
FBgn0031248	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0031295	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0031324	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0031426	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0031721	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0031724	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0031856	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0031939	5.017977643	6.260498216	-0.26855969	0.582436432	0.644729015	0.757897655
FBgn0031946	1.060469513	0.963153572	0.286511763	0.647213462	0.657993514	0.757897655
FBgn0032048	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0032061	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0032125	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0032127	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0032275	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0032365	0	0	-0.186888951	0.426740601	0.661426089	0.757897655
FBgn0032387	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0032462	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0032719	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0032839	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0032967	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0033047	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0033076	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0033168	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0033500	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0033501	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0033730	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0033732	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0033866	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0033868	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0033955	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0033970	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0034047	1.978754065	2.889460715	-0.298488489	0.672119179	0.656969898	0.757897655
FBgn0034166	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0034173	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0034202	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0034267	7.346276411	3.852614287	0.281584097	0.62565782	0.652666558	0.757897655
FBgn0034274	0	0	-0.187389117	0.427094506	0.660840313	0.757897655
FBgn0034276	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0034283	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0034317	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0034318	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0034440	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0034441	0	0	-0.187389117	0.427094506	0.660840313	0.757897655
FBgn0034458	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0034477	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0034560	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0034661	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0034700	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0034711	0	0	-0.186888951	0.426740601	0.661426089	0.757897655
FBgn0034730	25.15506299	22.15253215	0.170650095	0.381060373	0.654276217	0.757897655
FBgn0035003	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0035005	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0035245	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0035543	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0035607	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0035678	37.66150201	41.41560358	-0.118463228	0.263547014	0.653074169	0.757897655
FBgn0035696	29.31993086	34.1919518	-0.153146752	0.336726632	0.649245694	0.757897655
FBgn0035709	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0035713	1403.17366	1376.828031	0.025968588	0.059634183	0.663225082	0.757897655
FBgn0035779	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0035780	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0035857	3.815323167	5.297344645	-0.271279056	0.607579111	0.655242076	0.757897655
FBgn0035858	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0036022	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0036024	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0036083	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0036102	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0036199	549.9396096	535.9949627	0.035150099	0.077946406	0.652024037	0.757897655
FBgn0036230	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0036236	0	0	-0.20113012	0.436421538	0.644897588	0.757897655
FBgn0036382	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0036393	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0036536	167.2758109	159.4019161	0.062583202	0.141564232	0.658428828	0.757897655
FBgn0036542	1.060469513	0.481576786	0.307116603	0.664408507	0.643908774	0.757897655
FBgn0036677	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0036713	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0036747	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0036787	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0036790	0	0	-0.186888951	0.426740601	0.661426089	0.757897655
FBgn0036808	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0036831	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0036832	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0036860	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0036868	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0036880	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0036891	169.8114695	183.9623322	-0.098848165	0.214265511	0.644558326	0.757897655
FBgn0037009	532.415193	515.2871609	0.048714906	0.10863401	0.653841849	0.757897655
FBgn0037101	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0037131	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0037225	1.060469513	0.481576786	0.292399586	0.662183537	0.65880127	0.757897655
FBgn0037388	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0037448	9.117670734	6.742075002	0.2350949	0.536780073	0.661406233	0.757897655
FBgn0037456	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0037461	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0037498	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0037502	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0037666	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0037826	0	0	-0.187389117	0.427094506	0.660840313	0.757897655
FBgn0037940	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0038001	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0038002	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0038028	0	0	-0.186888951	0.426740601	0.661426089	0.757897655
FBgn0038092	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0038147	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0038385	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0038422	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0038423	0	0	-0.186888951	0.426740601	0.661426089	0.757897655
FBgn0038439	1.060469513	0.481576786	0.279100221	0.642156107	0.663831114	0.757897655
FBgn0038484	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0038536	301.534882	317.3591019	-0.062524447	0.139678897	0.654420338	0.757897655
FBgn0038566	0	0	-0.186888951	0.426740601	0.661426089	0.757897655
FBgn0038626	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0038681	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0038709	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0038717	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0038819	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0038847	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0038894	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0038938	3.039223578	2.407883929	0.300180756	0.659101803	0.648793345	0.757897655
FBgn0039027	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0039085	0.918284551	1.444730358	-0.310720915	0.691336414	0.653107315	0.757897655
FBgn0039088	1.978754065	1.444730358	0.309456002	0.68687679	0.652331055	0.757897655
FBgn0039180	1.060469513	1.444730358	-0.307723537	0.691178117	0.656163685	0.757897655
FBgn0039210	138.5661239	147.3624965	-0.075925427	0.165671368	0.646744558	0.757897655
FBgn0039217	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0039659	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0039754	2.120939026	3.371037501	-0.293964546	0.675508709	0.66343536	0.757897655
FBgn0040092	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0040509	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0040553	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0040606	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0040636	5.302347566	6.260498216	-0.259321517	0.59133627	0.660998669	0.757897655
FBgn0041181	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0042110	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0042179	0	0	-0.186888951	0.426740601	0.661426089	0.757897655
FBgn0043842	2262.260965	2146.869311	0.088262705	0.201080395	0.660703297	0.757897655
FBgn0045474	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0045502	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0046793	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0046879	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0046999	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0050082	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0050091	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0050099	2.897038616	3.852614287	-0.283441864	0.63842916	0.657066007	0.757897655
FBgn0050155	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0050211	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0050268	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0050275	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0050280	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0050350	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0050375	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0050379	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0050393	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0050418	5.794077232	3.852614287	0.268963179	0.598631219	0.65321746	0.757897655
FBgn0050461	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0050469	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0050471	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0051007	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0051015	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0051017	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0051077	0.918284551	0.481576786	0.301588028	0.659938489	0.647675251	0.757897655
FBgn0051139	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0051201	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0051267	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0051296	24.80551829	21.67095536	0.150584937	0.330333778	0.648492873	0.757897655
FBgn0051386	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0051454	8.83330081	6.742075002	0.23414696	0.51662882	0.650389711	0.757897655
FBgn0051524	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0051533	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0051612	22.1928496	18.29991786	0.166103506	0.373388611	0.656425096	0.757897655
FBgn0051679	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0051681	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0051683	214.3275182	225.3779358	-0.063625906	0.145883994	0.662734853	0.757897655
FBgn0051698	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0051703	0	0	-0.186888951	0.426740601	0.661426089	0.757897655
FBgn0051832	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0051861	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0052024	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0052121	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0052213	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0052249	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0052392	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0052437	1.060469513	0.481576786	0.299567249	0.664695942	0.652217941	0.757897655
FBgn0052450	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0052462	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0052651	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0052773	13.70909349	15.89203393	-0.186088623	0.419951982	0.657679799	0.757897655
FBgn0052845	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0053109	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0053189	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0053269	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0053283	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0053294	1.060469513	0.481576786	0.288812658	0.647364375	0.655498893	0.757897655
FBgn0053319	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0053348	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0053453	0	0	-0.186888951	0.426740601	0.661426089	0.757897655
FBgn0053725	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0053797	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0054003	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0054051	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0063381	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0065070	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0082941	0.918284551	0.481576786	0.294394238	0.665041517	0.658004108	0.757897655
FBgn0082951	0	0	-0.187389117	0.427094506	0.660840313	0.757897655
FBgn0083965	0	0	-0.187389117	0.427094506	0.660840313	0.757897655
FBgn0085209	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0085219	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0085222	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0085246	0	0	-0.187389117	0.427094506	0.660840313	0.757897655
FBgn0085256	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0085295	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0085305	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0085340	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0085398	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0085407	39.43289633	43.34191073	-0.119850038	0.26528448	0.651427981	0.757897655
FBgn0085422	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0085454	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0085485	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0086067	4.099693091	3.852614287	0.283534255	0.637088924	0.656286084	0.757897655
