	Mean_cyto	Mean_total	log2FoldChange	lfcSE	pvalue	padj
FBgn0086080	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0086533	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0086711	13.56690853	15.89203393	-0.192422552	0.425623666	0.651200172	0.757897655
FBgn0086913	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0087041	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0243586	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0250822	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0250835	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0260487	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0260954	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0261293	0	0	-0.187389117	0.427094506	0.660840313	0.757897655
FBgn0261434	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0261523	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0261675	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0261952	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0261963	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0262002	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0262006	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0262008	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0262010	0	0	-0.186888951	0.426740601	0.661426089	0.757897655
FBgn0262353	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0262458	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0262539	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0262543	0	0	-0.184843064	0.42506896	0.66366819	0.757897655
FBgn0262608	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0262679	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0262980	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0262991	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0263080	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0263116	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0263201	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0263250	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0263251	5.160162604	6.260498216	-0.269357719	0.606774472	0.657102336	0.757897655
FBgn0263336	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0263443	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0263521	0	0	-0.184339827	0.42469092	0.664247459	0.757897655
FBgn0263631	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0263647	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0263763	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0263772	1.060469513	0.481576786	0.302460701	0.660586361	0.647047991	0.757897655
FBgn0263830	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0263844	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0263851	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0264084	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0264390	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0264437	0	0	-0.188807428	0.431949204	0.662034746	0.757897655
FBgn0264489	4.099693091	3.371037501	0.281290632	0.640695765	0.660633047	0.757897655
FBgn0264514	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0264552	0	0.481576786	-0.189647123	0.42924846	0.65862525	0.757897655
FBgn0264676	0	0	-0.187389117	0.427094506	0.660840313	0.757897655
FBgn0034605	1.060469513	1.926307143	-0.300734969	0.693779543	0.664670895	0.758311366
FBgn0040391	1.978754065	1.926307143	-0.289472952	0.66836894	0.664939553	0.758548435
FBgn0000017	2286.48007	2225.366328	0.034848034	0.080590258	0.665443447	0.759053787
FBgn0039283	0.918284551	0	0.287444074	0.665454379	0.665776601	0.759364307
FBgn0023001	0	0	-0.181117561	0.421557812	0.667458463	0.760169499
FBgn0024944	0	0	-0.181117561	0.421557812	0.667458463	0.760169499
FBgn0032369	0	0	-0.181117561	0.421557812	0.667458463	0.760169499
FBgn0032827	0	0	-0.181117561	0.421557812	0.667458463	0.760169499
FBgn0036469	0	0	-0.181117561	0.421557812	0.667458463	0.760169499
FBgn0036793	0	0	-0.181117561	0.421557812	0.667458463	0.760169499
FBgn0038606	0	0	-0.181601787	0.421907048	0.666882298	0.760169499
FBgn0051103	0	0	-0.181601787	0.421907048	0.666882298	0.760169499
FBgn0051266	0	0	-0.181117561	0.421557812	0.667458463	0.760169499
FBgn0051912	0	0	-0.181601787	0.421907048	0.666882298	0.760169499
FBgn0052072	0	0	-0.181117561	0.421557812	0.667458463	0.760169499
FBgn0085318	0	0	-0.181117561	0.421557812	0.667458463	0.760169499
FBgn0262315	0	0	-0.181117561	0.421557812	0.667458463	0.760169499
FBgn0262690	0	0	-0.181117561	0.421557812	0.667458463	0.760169499
FBgn0262883	0	0	-0.181601787	0.421907048	0.666882298	0.760169499
FBgn0263841	0	0	-0.181117561	0.421557812	0.667458463	0.760169499
FBgn0034713	1.978754065	2.889460715	-0.288307295	0.672866606	0.668304491	0.761063494
FBgn0024189	1.836569103	1.926307143	-0.289902813	0.676855511	0.668426699	0.761133115
FBgn0024897	6.078447156	6.742075002	-0.236192169	0.551639448	0.668531703	0.761183136
FBgn0010414	1.060469513	0.481576786	0.276418656	0.647548144	0.669474266	0.76157193
FBgn0029851	0.918284551	0.481576786	0.282696888	0.661821472	0.669270246	0.76157193
FBgn0030889	0	0	-0.178996893	0.419750352	0.669789772	0.76157193
FBgn0031279	0	0	-0.178996893	0.419750352	0.669789772	0.76157193
FBgn0031528	6.854546745	8.18680536	-0.224830197	0.527046714	0.66968166	0.76157193
FBgn0033631	0.918284551	0.481576786	0.282696888	0.661821472	0.669270246	0.76157193
FBgn0034459	0	0	-0.178996893	0.419750352	0.669789772	0.76157193
FBgn0035199	0	0	-0.178996893	0.419750352	0.669789772	0.76157193
FBgn0035932	0	0	-0.178996893	0.419750352	0.669789772	0.76157193
FBgn0036723	0	0	-0.178996893	0.419750352	0.669789772	0.76157193
FBgn0036857	5.794077232	4.815767859	0.242142738	0.567748958	0.669746361	0.76157193
FBgn0262536	0	0	-0.178996893	0.419750352	0.669789772	0.76157193
FBgn0262588	0	0	-0.178996893	0.419750352	0.669789772	0.76157193
FBgn0263586	0	0	-0.178996893	0.419750352	0.669789772	0.76157193
FBgn0264509	0	0	-0.178996893	0.419750352	0.669789772	0.76157193
FBgn0003254	0	0	-0.178509111	0.419376209	0.670360072	0.761872842
FBgn0032442	0	0	-0.178509111	0.419376209	0.670360072	0.761872842
FBgn0034105	0	0	-0.178509111	0.419376209	0.670360072	0.761872842
FBgn0038690	0	0	-0.178509111	0.419376209	0.670360072	0.761872842
FBgn0050145	0	0	-0.178509111	0.419376209	0.670360072	0.761872842
FBgn0003720	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0004795	0.918284551	1.926307143	-0.294552876	0.693060337	0.670834326	0.762180547
FBgn0015008	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0015543	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0028853	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0030798	1.978754065	0	0.28537032	0.672199997	0.671177969	0.762180547
FBgn0031276	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0032126	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0032322	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0032492	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0032684	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0034144	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0034687	10.81205487	9.631535717	0.198332745	0.467375409	0.671307474	0.762180547
FBgn0034693	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0034889	0.918284551	1.444730358	-0.293212504	0.692288991	0.671900873	0.762180547
FBgn0035256	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0035708	5.794077232	4.815767859	0.241897589	0.570407596	0.671508576	0.762180547
FBgn0036924	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0037857	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0038979	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0039789	15.54566259	14.44730358	0.170737111	0.403424759	0.672135326	0.762180547
FBgn0050075	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0051851	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0053124	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0067052	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0086049	0	0	-0.175052211	0.413735271	0.67222086	0.762180547
FBgn0003656	1231.063561	1259.804872	-0.031726318	0.075095685	0.67267574	0.762626921
FBgn0045443	4.875792681	4.334191073	0.248067694	0.587484948	0.672839848	0.76274359
FBgn0031197	0	0	-0.172525286	0.409158213	0.673273858	0.762958
FBgn0032505	0	0	-0.172525286	0.409158213	0.673273858	0.762958
FBgn0262366	26.29254269	29.37618394	-0.139261329	0.330105948	0.673120941	0.762958
FBgn0264308	0	0	-0.172525286	0.409158213	0.673273858	0.762958
FBgn0037265	15.54566259	12.03941965	0.178918749	0.424941593	0.673723569	0.763398203
FBgn0031333	0.918284551	0.481576786	0.269251431	0.641479566	0.674679047	0.764411361
FBgn0029807	0	0	-0.171116627	0.407964992	0.674894971	0.764586494
FBgn0264505	0.918284551	0.481576786	0.265856532	0.634367633	0.675151049	0.764807083
FBgn0040351	5.302347566	5.297344645	-0.249320081	0.595523314	0.675466732	0.765095145
FBgn0086078	2.120939026	3.371037501	-0.282846912	0.675853681	0.675579265	0.76515307
FBgn0263582	0.918284551	0.481576786	0.267674098	0.641116098	0.676303454	0.765903676
FBgn0035677	1.060469513	0	0.265903307	0.637842491	0.676766723	0.766358684
FBgn0000715	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0011723	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0029747	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0029939	0.918284551	1.444730358	-0.286633949	0.690737527	0.678165351	0.766545962
FBgn0029986	7.915016259	5.297344645	0.224538965	0.541572106	0.678430463	0.766545962
FBgn0030398	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0031523	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0032810	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0034904	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0035685	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0036361	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0036443	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0036769	1.060469513	0.481576786	0.274120591	0.660821644	0.678275276	0.766545962
FBgn0038007	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0038468	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0038732	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0039816	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0047092	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0050177	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0051804	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0086032	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0259966	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0261526	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0261996	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0262352	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0263021	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0263377	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0264701	0	0	-0.169489489	0.409098257	0.678654268	0.766545962
FBgn0263220	9.751585361	7.705228574	0.2142904	0.519577894	0.680023024	0.768022378
FBgn0264271	1.060469513	0.481576786	0.267433087	0.651240908	0.68132806	0.769426568
FBgn0030770	8.548930886	11.07626608	-0.209900137	0.51224268	0.681976889	0.770089514
FBgn0083039	10.95423984	10.1131125	0.187419929	0.457967782	0.68236163	0.770454158
FBgn0035344	7.630646335	6.260498216	0.207896918	0.508729215	0.682789717	0.770867673
FBgn0053052	209.2562012	200.3359429	0.053481365	0.131230881	0.683614041	0.771728424
FBgn0013435	82.25456094	87.16539824	-0.075662164	0.185856321	0.683934322	0.771950141
FBgn0051646	0.918284551	0	0.243948557	0.599140831	0.683887565	0.771950141
FBgn0035656	8.975485772	10.59468929	-0.195195394	0.48082533	0.684772689	0.772826408
FBgn0036620	35.90194309	32.74722144	0.133175432	0.328349017	0.685043086	0.77306157
FBgn0030979	0	0	-0.166172934	0.410292885	0.68546978	0.773263022
FBgn0052821	0	0	-0.166172934	0.410292885	0.68546978	0.773263022
FBgn0262792	0	0	-0.166172934	0.410292885	0.68546978	0.773263022
FBgn0263207	0	0	-0.166172934	0.410292885	0.68546978	0.773263022
FBgn0036749	7.915016259	6.260498216	0.222902052	0.55070711	0.685656814	0.773404007
FBgn0052037	16.32176218	18.29991786	-0.163636421	0.404572659	0.685869102	0.773503449
FBgn0261928	341.3943332	350.5879001	-0.058082414	0.143582891	0.685829029	0.773503449
FBgn0010387	0	0	-0.162658831	0.403292525	0.68670756	0.774238856
FBgn0052237	0	0	-0.162658831	0.403292525	0.68670756	0.774238856
FBgn0263610	0	0	-0.162658831	0.403292525	0.68670756	0.774238856
FBgn0041234	18.72707113	21.67095536	-0.153644014	0.381119002	0.686845816	0.774324687
FBgn0002863	0	0	-0.162113631	0.402809762	0.687347688	0.774369645
FBgn0015618	289.8045426	281.7224197	0.044877586	0.111492459	0.687303742	0.774369645
FBgn0028534	0.918284551	1.444730358	-0.279614617	0.693962307	0.687003553	0.774369645
FBgn0032615	0	0	-0.162156158	0.402857785	0.687305313	0.774369645
FBgn0033050	319.5628637	327.4722144	-0.040442146	0.100500006	0.687382763	0.774369645
FBgn0036751	0	0	-0.162156158	0.402857785	0.687305313	0.774369645
FBgn0039202	0	0	-0.162156158	0.402857785	0.687305313	0.774369645
FBgn0250871	0	0	-0.162113631	0.402809762	0.687347688	0.774369645
FBgn0000277	0	0	-0.16161383	0.402375348	0.687942045	0.774506567
FBgn0004170	0	0	-0.16161383	0.402375348	0.687942045	0.774506567
FBgn0011812	0	0	-0.16161383	0.402375348	0.687942045	0.774506567
FBgn0027070	2.754853654	2.407883929	0.270644388	0.673974515	0.688004398	0.774506567
FBgn0030187	0	0	-0.16161383	0.402375348	0.687942045	0.774506567
FBgn0034021	256.5152682	266.3119626	-0.048746988	0.121416925	0.688063605	0.774506567
FBgn0036835	0	0	-0.16161383	0.402375348	0.687942045	0.774506567
FBgn0036986	1.060469513	0.481576786	0.252549933	0.628677983	0.687893132	0.774506567
FBgn0263088	0	0	-0.16161383	0.402375348	0.687942045	0.774506567
FBgn0033448	0.918284551	1.444730358	-0.277929816	0.693095788	0.688421818	0.774839801
FBgn0029995	2.897038616	3.371037501	-0.265060634	0.661471521	0.688630998	0.774935271
FBgn0038872	571.2023393	554.7764573	0.03733932	0.093171382	0.688597175	0.774935271
FBgn0262719	10.24331503	12.52099643	-0.193458474	0.483402764	0.689008167	0.775289706
FBgn0031649	0.918284551	0	0.261046611	0.652617721	0.689157056	0.775387234
FBgn0038993	0.918284551	0	0.232523704	0.581486477	0.689246308	0.775417651
FBgn0015791	260.5497865	269.6830001	-0.052905479	0.132414485	0.689492042	0.775624092
FBgn0036662	513.9724917	499.8767037	0.040222516	0.10076597	0.689769673	0.775866375
FBgn0082968	4.875792681	7.223651788	-0.230813233	0.580204932	0.69076782	0.776918991
FBgn0032538	0	0	-0.156418499	0.393608036	0.691075015	0.777194361
FBgn0004573	3.18140854	1.444730358	0.269978508	0.679801005	0.69126169	0.777334155
FBgn0037486	1.836569103	2.889460715	-0.269086642	0.677792599	0.691364218	0.777379308
FBgn0005390	4.591422757	6.260498216	-0.228552156	0.577700801	0.692382615	0.778454175
FBgn0029736	1051.784876	1023.35067	0.04180396	0.105860263	0.692918486	0.778986388
FBgn0034198	1.978754065	1.926307143	0.271849637	0.68925403	0.693277339	0.779319517
FBgn0033190	11.73033943	13.00257322	-0.170651372	0.432888368	0.693421827	0.779341351
FBgn0040089	13.99346341	15.41045715	-0.162041887	0.410981891	0.693374423	0.779341351
FBgn0051323	1.060469513	0.963153572	0.261891898	0.665199197	0.69379924	0.779695215
FBgn0034446	1.978754065	2.889460715	-0.265030288	0.674120951	0.694209095	0.78008547
FBgn0051259	1.060469513	0.963153572	0.258883782	0.65908135	0.694470985	0.780309401
FBgn0029932	0.918284551	1.444730358	-0.268742528	0.684623332	0.694658738	0.780450001
FBgn0031609	249.3763515	259.5698876	-0.046889225	0.119766568	0.695423904	0.781239239
FBgn0038057	125.7219756	130.507309	-0.061109632	0.156232867	0.695690403	0.781468183
FBgn0028552	501.3890425	517.213468	-0.041028439	0.105126936	0.696333036	0.782119559
FBgn0004864	213.2788841	203.2254036	0.051790224	0.132823557	0.696597584	0.782275697
FBgn0033389	34.41491869	37.5629893	-0.109995337	0.282038456	0.696535659	0.782275697
FBgn0037026	273.1450711	260.5330412	0.053022876	0.136132511	0.696910317	0.782556381
FBgn0086600	160.344254	170.4781822	-0.064642411	0.166099735	0.69714426	0.78274855
FBgn0264569	8.548930886	10.1131125	-0.194631786	0.500334875	0.697273899	0.782823584
FBgn0033904	14.769563	17.33676429	-0.184472858	0.474693131	0.697560989	0.783075356
FBgn0034568	50.52932113	46.71294823	0.101386389	0.260977832	0.697655973	0.783111447
FBgn0030289	754.1778332	766.6702431	-0.026833581	0.069115786	0.697837707	0.783174366
FBgn0082972	7.915016259	10.59468929	-0.204997694	0.527981829	0.697818774	0.783174366
FBgn0086602	222.4617296	217.1911304	0.04800853	0.123982145	0.698592369	0.78395072
FBgn0263776	8.199386182	9.149958932	-0.201517163	0.520669154	0.698730329	0.784034941
FBgn0036812	110.8754024	118.9494661	-0.111585536	0.28871851	0.699137094	0.784420742
FBgn0036875	3.18140854	4.334191073	-0.249679971	0.646213329	0.699219769	0.784442882
FBgn0037147	0	0	-0.152564088	0.396372466	0.700310897	0.785384208
FBgn0040063	0	0	-0.152564088	0.396372466	0.700310897	0.785384208
FBgn0040705	0	0	-0.152564088	0.396372466	0.700310897	0.785384208
FBgn0051019	0	0	-0.152564088	0.396372466	0.700310897	0.785384208
FBgn0259990	23.60286381	25.04199287	-0.143762936	0.373798336	0.700533604	0.785563282
FBgn0033308	8.975485772	8.18680536	0.195371808	0.508169502	0.700636136	0.785607572
FBgn0025457	814.0558556	838.906761	-0.046850591	0.122039936	0.70105585	0.786007472
FBgn0008654	389.5183454	379.0009305	0.036199111	0.094349304	0.701222158	0.786123212
FBgn0029974	3.039223578	3.371037501	-0.245117027	0.639865634	0.701663577	0.786547325
FBgn0262887	106.6335243	102.0942786	0.063493259	0.166283845	0.702582566	0.787506657
FBgn0027296	373.4157784	362.145743	0.039106171	0.10249641	0.702804836	0.787614124
FBgn0063368	15.40347763	13.48415	0.1706058	0.447112457	0.702778515	0.787614124
FBgn0036972	38.37242682	35.15510537	0.106046625	0.278190107	0.703053365	0.787821803
FBgn0036552	1.060469513	1.926307143	-0.26296596	0.690417248	0.703292467	0.788018881
FBgn0032603	2.120939026	3.371037501	-0.257649669	0.677997841	0.703933931	0.788564806
FBgn0052351	0.918284551	0.481576786	0.253711349	0.667734736	0.703976376	0.788564806
FBgn0086368	0.918284551	1.926307143	-0.262799832	0.691374686	0.70386226	0.788564806
FBgn0259151	9.893770323	8.18680536	0.182853097	0.481341447	0.704032785	0.788564806
FBgn0052544	1.060469513	0.481576786	0.25201304	0.663943863	0.704264781	0.788753771
FBgn0039788	17.3822317	20.22622501	-0.143514557	0.378617459	0.7046515	0.789115971
FBgn0040658	9.751585361	11.07626608	-0.178810164	0.471858882	0.704726189	0.789128706
FBgn0035952	5.017977643	4.815767859	0.227173791	0.600905059	0.705391431	0.78980266
FBgn0038067	5.017977643	3.852614287	0.220221339	0.583939647	0.706076769	0.790427986
FBgn0262007	1.060469513	1.444730358	-0.260981689	0.691948434	0.706047813	0.790427986
FBgn0043865	15.40347763	17.33676429	-0.142778661	0.379473106	0.706727315	0.791085192
FBgn0033579	6.078447156	8.18680536	-0.230294073	0.612419519	0.706887357	0.791193276
FBgn0263444	10.95423984	9.149958932	0.170438463	0.453552885	0.70707659	0.79133401
FBgn0039226	8.05720122	9.149958932	-0.195570083	0.52195037	0.707890319	0.79217357
FBgn0037565	21.13238008	22.15253215	-0.133468814	0.356486574	0.70810624	0.792344054
FBgn0033067	0.918284551	0.481576786	0.238616816	0.637822738	0.708321369	0.792513621
FBgn0014092	140.6988983	147.3624965	-0.057610161	0.154100045	0.7085166	0.792589748
FBgn0019925	1703.488055	1675.405638	0.020761431	0.05553345	0.708512561	0.792589748
FBgn0263342	2.897038616	3.852614287	-0.238132571	0.638081276	0.708998851	0.79305804
